_id,_inV,_label,_outV,_type,item
9607,1488,D-U,784,edge,_label
9612,784,U-D,1490,edge,_label
9625,1497,D-F,784,edge,_label
9655,888,P-O,791,edge,_label
9660,792,P-P,1261,edge,_label
9662,793,D-T,2010,edge,_label
9664,794,P-C,806,edge,_label
9676,799,P-C,806,edge,_label
9678,800,B-B,1213,edge,_label
9705,811,P-B,806,edge,_label
9708,806,P-P,812,edge,_label
9723,1267,B-T,811,edge,_label
9746,818,O-D,844,edge,_label
9755,2191,D-U,818,edge,_label
9818,827,D-D,828,edge,_label
9851,1487,D-E,829,edge,_label
9872,833,E-D,929,edge,_label
9882,833,E-D,1545,edge,_label
9939,843,O-O,843,edge,_label
9957,852,O-D,849,edge,_label
9972,850,C-C,853,edge,_label
10021,855,C-C,855,edge,_label
10024,855,C-C,856,edge,_label
10033,1063,D-D,860,edge,_label
10039,863,U-B,862,edge,_label
10077,876,C-B,874,edge,_label
10119,1249,U-C,884,edge,_label
10124,885,B-B,885,edge,_label
10130,887,D-U,1614,edge,_label
10132,887,C-U,1647,edge,_label
10142,887,C-U,2090,edge,_label
10164,891,O-O,892,edge,_label
10169,894,O-O,894,edge,_label
10170,894,O-O,894,edge,_label
10210,904,D-E,1174,edge,_label
10267,919,B-T,917,edge,_label
10281,1970,U-B,921,edge,_label
10296,925,M-F,1350,edge,_label
10301,1422,E-U,926,edge,_label
10302,926,U-E,1422,edge,_label
10311,1422,E-U,929,edge,_label
10364,940,U-O,2147,edge,_label
10375,944,C-C,944,edge,_label
10376,944,C-C,944,edge,_label
10396,951,T-T,954,edge,_label
10397,955,T-T,951,edge,_label
10481,1443,F-D,966,edge,_label
10510,972,U-F,1135,edge,_label
10535,975,M-M,975,edge,_label
10540,975,U-M,2084,edge,_label
10543,977,U-C,976,edge,_label
10586,985,B-B,1970,edge,_label
10587,2040,B-D,985,edge,_label
10592,985,U-B,2291,edge,_label
10601,992,T-T,989,edge,_label
10649,1101,P-P,996,edge,_label
10663,1004,U-U,1004,edge,_label
10664,1004,U-U,1004,edge,_label
10668,1004,D-U,1006,edge,_label
10712,1010,T-T,1011,edge,_label
10726,1012,B-B,1213,edge,_label
10727,1014,T-T,1014,edge,_label
10728,1014,T-T,1014,edge,_label
10789,1602,T-E,1025,edge,_label
10795,1852,T-P,1025,edge,_label
10797,2065,T-M,1025,edge,_label
10827,2307,O-F,1031,edge,_label
10848,1034,F-F,1111,edge,_label
10859,1137,F-M,1034,edge,_label
10860,1034,M-F,1137,edge,_label
10866,1034,F-F,1817,edge,_label
10927,1045,D-P,1041,edge,_label
10928,1041,P-D,1045,edge,_label
10943,1912,U-B,1043,edge,_label
10951,2248,U-T,1043,edge,_label
10960,1045,C-P,1726,edge,_label
10962,1045,F-P,1817,edge,_label
10964,1045,D-P,1896,edge,_label
11032,1055,E-D,2193,edge,_label
11033,1058,B-B,1058,edge,_label
11034,1058,B-B,1058,edge,_label
11067,1839,D-A,1063,edge,_label
11073,2279,D-M,1063,edge,_label
11081,2283,D-U,1063,edge,_label
11098,1069,T-T,1070,edge,_label
11141,1078,T-T,1076,edge,_label
11150,1076,U-T,1082,edge,_label
11153,1563,T-F,1076,edge,_label
11187,1429,T-U,1080,edge,_label
11198,1086,C-T,1181,edge,_label
11215,1808,A-B,1099,edge,_label
11217,1100,P-P,1100,edge,_label
11218,1100,P-P,1100,edge,_label
11219,1261,P-P,1100,edge,_label
11234,1102,U-P,1105,edge,_label
11236,1104,P-U,2329,edge,_label
11248,1109,U-T,1392,edge,_label
11257,1900,F-R,1111,edge,_label
11263,1114,F-F,1113,edge,_label
11293,1952,F-U,1114,edge,_label
11297,2193,F-E,1114,edge,_label
11313,1123,F-D,1122,edge,_label
11322,1123,U-D,1421,edge,_label
11336,1129,R-T,1130,edge,_label
11345,1134,O-O,1132,edge,_label
11350,1136,D-D,1136,edge,_label
11367,1143,M-M,1137,edge,_label
11371,1513,U-U,1139,edge,_label
11395,1208,D-B,1144,edge,_label
11396,1144,B-D,1208,edge,_label
11409,1722,D-U,1144,edge,_label
11413,1724,D-R,1144,edge,_label
11417,1147,O-O,1146,edge,_label
11426,1147,O-O,1148,edge,_label
11427,1150,O-O,1147,edge,_label
11447,1156,O-F,1153,edge,_label
11455,1155,F-O,1154,edge,_label
11458,1154,O-F,1157,edge,_label
11491,1844,B-B,1172,edge,_label
11508,1177,B-T,1714,edge,_label
11540,1183,U-D,1407,edge,_label
11566,1187,C-F,2355,edge,_label
11572,1188,U-C,1190,edge,_label
11579,1372,C-C,1188,edge,_label
11583,1509,M-O,1192,edge,_label
11586,1192,U-M,1950,edge,_label
11598,1195,T-T,1196,edge,_label
11667,1212,M-M,1210,edge,_label
11685,1217,B-U,1213,edge,_label
11693,1220,A-A,1220,edge,_label
11694,1220,A-A,1220,edge,_label
11701,1273,T-T,1227,edge,_label
11725,1239,F-F,1238,edge,_label
11750,1249,B-C,1808,edge,_label
11752,1249,U-C,1962,edge,_label
11776,1256,U-T,2006,edge,_label
11783,1262,P-F,1261,edge,_label
11788,1264,C-U,1599,edge,_label
11795,1273,P-T,1271,edge,_label
11811,1667,C-R,1276,edge,_label
11812,1276,R-C,1667,edge,_label
11830,1283,P-P,1285,edge,_label
11849,1294,M-M,1294,edge,_label
11850,1294,M-M,1294,edge,_label
11854,1295,F-U,1767,edge,_label
11865,1303,U-U,1303,edge,_label
11866,1303,U-U,1303,edge,_label
11912,1311,U-M,1312,edge,_label
11947,1787,M-F,1321,edge,_label
11989,1340,F-U,1337,edge,_label
12005,1607,F-D,1337,edge,_label
12039,1983,M-U,1350,edge,_label
12085,1362,O-O,1362,edge,_label
12086,1362,O-O,1362,edge,_label
12095,1368,O-O,1368,edge,_label
12096,1368,O-O,1368,edge,_label
12221,1877,R-O,1396,edge,_label
12223,1397,U-U,1397,edge,_label
12224,1397,U-U,1397,edge,_label
12225,1398,U-U,1398,edge,_label
12226,1398,U-U,1398,edge,_label
12228,1398,C-U,1680,edge,_label
12235,1402,U-U,1402,edge,_label
12236,1402,U-U,1402,edge,_label
12238,1403,U-U,1403,edge,_label
12249,1408,D-D,1408,edge,_label
12250,1408,D-D,1408,edge,_label
12270,1418,O-R,1509,edge,_label
12271,1573,R-M,1418,edge,_label
12280,1418,M-R,1737,edge,_label
12350,1443,E-D,1478,edge,_label
12386,1443,U-D,1885,edge,_label
12397,1891,D-U,1443,edge,_label
12404,1443,U-D,1894,edge,_label
12443,1453,U-E,1452,edge,_label
12473,1470,U-U,1470,edge,_label
12499,2141,F-D,1476,edge,_label
12501,2273,F-D,1476,edge,_label
12511,2273,M-D,1477,edge,_label
12515,1931,E-M,1478,edge,_label
12525,2252,U-U,1479,edge,_label
12534,1480,P-A,2030,edge,_label
12556,1485,D-C,2334,edge,_label
12564,1487,D-E,1635,edge,_label
12581,2307,E-F,1487,edge,_label
12617,1849,P-D,1495,edge,_label
12656,1501,P-P,2030,edge,_label
12663,1810,U-U,1502,edge,_label
12703,1680,O-C,1509,edge,_label
12716,1509,U-O,2267,edge,_label
12737,1563,A-F,1516,edge,_label
12772,1518,D-U,2122,edge,_label
12785,2238,T-F,1520,edge,_label
12797,2267,E-U,1521,edge,_label
12798,1521,U-E,2267,edge,_label
12803,1912,B-B,1525,edge,_label
12817,1920,O-F,1530,edge,_label
12837,1568,M-D,1537,edge,_label
12921,2053,E-D,1557,edge,_label
12927,2208,E-T,1557,edge,_label
12946,1563,C-F,1647,edge,_label
12963,2014,F-D,1564,edge,_label
13032,1585,O-C,1685,edge,_label
13042,1587,C-F,2090,edge,_label
13044,1587,U-F,2268,edge,_label
13045,2306,F-D,1587,edge,_label
13047,2355,F-C,1587,edge,_label
13052,1589,R-A,1667,edge,_label
13117,1804,C-U,1599,edge,_label
13118,1599,U-C,1804,edge,_label
13140,1602,C-E,2090,edge,_label
13146,1602,U-E,2266,edge,_label
13151,1680,F-C,1605,edge,_label
13154,1605,F-F,2013,edge,_label
13193,2030,R-P,1610,edge,_label
13194,1610,P-R,2030,edge,_label
13199,2299,R-D,1610,edge,_label
13206,1614,E-D,1617,edge,_label
13213,1621,D-F,1614,edge,_label
13289,2248,F-T,1624,edge,_label
13299,1627,R-U,1625,edge,_label
13326,1633,P-D,1634,edge,_label
13390,1646,D-F,2308,edge,_label
13397,1792,C-G,1647,edge,_label
13400,1647,D-C,1948,edge,_label
13407,2299,C-D,1647,edge,_label
13414,1650,U-O,2036,edge,_label
13526,1680,R-C,1684,edge,_label
13527,1685,C-O,1680,edge,_label
13547,1695,C-G,1680,edge,_label
13562,1691,U-U,1983,edge,_label
13564,1691,D-U,2257,edge,_label
13587,1713,U-U,1707,edge,_label
13603,1715,B-U,1714,edge,_label
13627,2005,A-U,1721,edge,_label
13639,2086,C-B,1726,edge,_label
13647,2132,C-U,1726,edge,_label
13648,1726,U-C,2132,edge,_label
13655,2260,U-T,1727,edge,_label
13683,1748,D-U,1747,edge,_label
13686,1747,A-D,1749,edge,_label
13691,1754,U-U,1751,edge,_label
13737,1900,D-R,1772,edge,_label
13743,2044,D-D,1772,edge,_label
13749,1849,P-D,1776,edge,_label
13754,1779,C-M,2090,edge,_label
13763,1915,M-U,1785,edge,_label
13776,1788,A-M,1789,edge,_label
13777,1790,M-R,1788,edge,_label
13783,2124,A-C,1789,edge,_label
13805,2030,P-P,1814,edge,_label
13823,2053,E-D,1820,edge,_label
13911,1882,D-F,1880,edge,_label
13912,1880,F-D,1882,edge,_label
13916,1884,U-U,1915,edge,_label
13928,1896,U-D,1930,edge,_label
13930,1896,F-D,2061,edge,_label
13931,2062,D-U,1896,edge,_label
13937,2065,D-M,1896,edge,_label
13966,1906,F-E,1974,edge,_label
13984,1912,B-B,2178,edge,_label
13992,1912,R-B,2182,edge,_label
14000,1915,M-U,1919,edge,_label
14012,1919,D-M,2096,edge,_label
14017,1960,F-O,1920,edge,_label
14020,1922,C-D,2340,edge,_label
14029,2090,A-C,1947,edge,_label
14042,1950,U-U,2015,edge,_label
14131,2189,C-D,2001,edge,_label
14132,2001,D-C,2189,edge,_label
14133,2290,C-F,2001,edge,_label
14143,2320,U-U,2006,edge,_label
14175,2039,U-F,2038,edge,_label
14185,2299,F-D,2043,edge,_label
14193,2054,D-E,2053,edge,_label
14214,2065,D-M,2143,edge,_label
14269,2312,D-U,2143,edge,_label
14271,2145,O-G,2144,edge,_label
14273,2151,R-A,2150,edge,_label
14280,2158,U-U,2160,edge,_label
14298,2193,U-E,2194,edge,_label
14333,2275,D-E,2273,edge,_label
14335,2334,E-D,2275,edge,_label
14344,2299,E-D,2300,edge,_label
14347,2309,D-C,2308,edge,_label
14354,2323,G-U,2324,edge,_label
7,1041,T-D,2,edge,_label
48,4,U-M,1972,edge,_label
67,184,C-F,6,edge,_label
79,791,C-P,6,edge,_label
93,1180,C-D,6,edge,_label
114,6,E-C,1521,edge,_label
121,1576,C-U,6,edge,_label
135,227,F-C,7,edge,_label
138,7,U-F,265,edge,_label
150,7,D-F,1443,edge,_label
156,7,C-F,2090,edge,_label
163,10,M-M,10,edge,_label
168,10,O-M,907,edge,_label
183,252,P-U,11,edge,_label
207,644,M-C,12,edge,_label
223,14,G-G,14,edge,_label
224,14,G-G,14,edge,_label
231,352,M-D,15,edge,_label
232,15,D-M,352,edge,_label
239,1310,M-C,15,edge,_label
247,17,M-M,17,edge,_label
248,17,M-M,17,edge,_label
261,18,M-M,18,edge,_label
262,18,M-M,18,edge,_label
277,21,F-P,20,edge,_label
291,849,P-O,21,edge,_label
292,21,O-P,849,edge,_label
303,396,M-C,23,edge,_label
307,439,M-D,23,edge,_label
317,727,M-B,23,edge,_label
318,23,B-M,727,edge,_label
333,1379,M-U,23,edge,_label
347,392,D-D,24,edge,_label
350,24,U-D,2328,edge,_label
369,32,F-O,30,edge,_label
438,35,U-O,122,edge,_label
445,165,O-T,35,edge,_label
452,35,C-O,425,edge,_label
464,35,F-O,1767,edge,_label
469,1875,O-U,35,edge,_label
534,40,O-O,42,edge,_label
560,46,D-T,275,edge,_label
562,46,D-T,278,edge,_label
573,442,T-T,46,edge,_label
576,46,B-T,549,edge,_label
584,46,T-T,1225,edge,_label
619,55,O-O,52,edge,_label
627,53,O-O,53,edge,_label
628,53,O-O,53,edge,_label
656,54,M-O,1210,edge,_label
675,71,O-M,57,edge,_label
688,57,T-O,509,edge,_label
695,1040,O-B,57,edge,_label
710,57,E-O,1521,edge,_label
717,1525,O-B,57,edge,_label
735,2141,O-D,57,edge,_label
747,284,E-T,58,edge,_label
750,58,B-E,549,edge,_label
752,58,E-E,941,edge,_label
760,58,D-E,1041,edge,_label
798,60,O-D,63,edge,_label
818,61,T-U,302,edge,_label
820,61,T-U,341,edge,_label
821,382,U-T,61,edge,_label
833,423,U-U,61,edge,_label
842,61,T-U,433,edge,_label
843,442,U-T,61,edge,_label
844,61,T-U,442,edge,_label
851,507,U-U,61,edge,_label
852,61,U-U,507,edge,_label
853,641,U-D,61,edge,_label
854,61,D-U,641,edge,_label
858,61,D-U,643,edge,_label
861,646,U-U,61,edge,_label
866,61,U-U,649,edge,_label
876,61,T-U,1019,edge,_label
878,61,U-U,1028,edge,_label
958,65,F-E,377,edge,_label
965,1548,O-O,66,edge,_label
969,2328,O-U,66,edge,_label
975,69,G-D,68,edge,_label
983,73,G-F,68,edge,_label
996,68,D-G,836,edge,_label
1014,69,T-D,299,edge,_label
1025,867,D-U,69,edge,_label
1036,69,U-D,1410,edge,_label
1063,143,M-G,71,edge,_label
1070,71,T-M,566,edge,_label
1076,71,F-M,1034,edge,_label
1078,71,D-M,1041,edge,_label
1097,396,R-C,72,edge,_label
1115,585,F-F,73,edge,_label
1167,1034,F-F,75,edge,_label
1201,79,B-B,79,edge,_label
1202,79,B-B,79,edge,_label
1242,82,T-M,1025,edge,_label
1255,2114,M-C,82,edge,_label
1257,2334,M-D,82,edge,_label
1261,156,D-O,83,edge,_label
1294,84,D-B,1948,edge,_label
1324,92,D-D,188,edge,_label
1332,93,O-O,95,edge,_label
1342,93,O-O,100,edge,_label
1396,104,F-F,105,edge,_label
1411,113,C-M,107,edge,_label
1415,1566,C-U,107,edge,_label
1418,110,C-M,111,edge,_label
1427,1506,C-E,111,edge,_label
1436,111,C-C,2241,edge,_label
1437,2242,C-C,111,edge,_label
1449,748,U-B,112,edge,_label
1475,116,U-U,116,edge,_label
1476,116,U-U,116,edge,_label
1479,170,U-P,116,edge,_label
1633,126,U-P,121,edge,_label
1637,132,U-U,121,edge,_label
1647,697,U-T,121,edge,_label
1652,121,C-U,1249,edge,_label
1653,126,U-P,122,edge,_label
1664,122,T-U,165,edge,_label
1666,122,U-U,252,edge,_label
1671,697,U-T,122,edge,_label
1680,122,U-U,1915,edge,_label
1685,126,U-P,123,edge,_label
1694,123,D-U,134,edge,_label
1711,129,U-U,125,edge,_label
1728,126,U-P,131,edge,_label
1740,126,T-P,166,edge,_label
1743,168,P-P,126,edge,_label
1744,126,P-P,168,edge,_label
1757,245,P-U,126,edge,_label
1765,249,P-U,126,edge,_label
1774,126,P-P,253,edge,_label
1783,1249,P-C,126,edge,_label
1790,126,U-P,1981,edge,_label
1818,128,T-U,165,edge,_label
1832,129,U-U,132,edge,_label
1861,132,U-U,131,edge,_label
1864,131,U-U,133,edge,_label
1875,167,U-D,131,edge,_label
1883,243,U-D,131,edge,_label
1886,131,T-U,246,edge,_label
1887,248,U-T,131,edge,_label
1892,131,U-U,444,edge,_label
1895,882,U-P,131,edge,_label
1910,132,O-U,136,edge,_label
1914,132,U-U,252,edge,_label
1918,132,O-U,443,edge,_label
1947,697,U-T,133,edge,_label
1957,1570,U-T,133,edge,_label
1977,249,D-U,134,edge,_label
2068,136,P-O,806,edge,_label
2074,136,D-O,2257,edge,_label
2077,199,T-P,137,edge,_label
2183,1025,G-T,145,edge,_label
2190,145,C-G,1680,edge,_label
2201,2260,G-T,145,edge,_label
2220,146,T-T,154,edge,_label
2253,226,O-D,147,edge,_label
2286,147,U-O,492,edge,_label
2287,721,O-T,147,edge,_label
2295,1055,O-D,147,edge,_label
2310,147,C-O,1725,edge,_label
2317,1857,O-M,147,edge,_label
2371,154,T-T,149,edge,_label
2379,170,T-P,149,edge,_label
2380,149,P-T,170,edge,_label
2388,149,T-T,687,edge,_label
2402,149,D-T,1179,edge,_label
2422,150,T-T,154,edge,_label
2423,155,T-T,150,edge,_label
2441,687,T-T,150,edge,_label
2454,150,T-T,1202,edge,_label
2577,691,T-T,155,edge,_label
2580,155,T-T,845,edge,_label
2604,156,U-O,2268,edge,_label
2671,1392,P-U,161,edge,_label
2678,162,T-T,162,edge,_label
2693,170,T-P,162,edge,_label
2704,162,U-T,492,edge,_label
2718,162,U-T,1928,edge,_label
2799,165,T-T,165,edge,_label
2800,165,T-T,165,edge,_label
2804,165,U-T,169,edge,_label
2811,248,T-T,165,edge,_label
2818,165,C-T,425,edge,_label
2823,445,T-U,165,edge,_label
2824,165,U-T,445,edge,_label
2854,166,T-T,272,edge,_label
2856,166,F-T,416,edge,_label
2874,166,B-T,1714,edge,_label
2881,2326,T-T,166,edge,_label
2919,540,P-F,168,edge,_label
2946,169,B-U,591,edge,_label
2953,1570,U-T,169,edge,_label
2959,2010,U-D,169,edge,_label
3014,171,F-U,416,edge,_label
3015,422,U-U,171,edge,_label
3021,492,U-U,171,edge,_label
3085,811,B-B,176,edge,_label
3087,849,B-O,176,edge,_label
3112,177,D-U,1607,edge,_label
3129,204,B-B,179,edge,_label
3155,208,B-T,181,edge,_label
3163,1170,B-B,181,edge,_label
3171,183,B-B,183,edge,_label
3172,183,B-B,183,edge,_label
3191,285,F-T,184,edge,_label
3195,428,F-U,184,edge,_label
3203,1805,F-T,184,edge,_label
3205,1806,F-T,184,edge,_label
3212,184,O-F,2202,edge,_label
3255,252,D-U,186,edge,_label
3282,186,E-D,2348,edge,_label
3303,1058,D-B,188,edge,_label
3322,189,B-D,1714,edge,_label
3328,189,C-D,2001,edge,_label
3341,311,D-U,190,edge,_label
3346,190,D-D,313,edge,_label
3353,1962,D-U,190,edge,_label
3361,1476,C-F,191,edge,_label
3365,1602,D-E,192,edge,_label
3374,194,D-D,197,edge,_label
3378,194,M-D,1432,edge,_label
3417,1795,C-G,196,edge,_label
3425,2343,C-M,196,edge,_label
3426,196,M-C,2343,edge,_label
3448,198,U-D,647,edge,_label
3452,198,T-D,1656,edge,_label
3460,199,D-P,202,edge,_label
3488,199,U-P,1392,edge,_label
3515,2273,P-D,199,edge,_label
3518,200,P-T,1283,edge,_label
3578,204,F-B,206,edge,_label
3581,357,D-T,207,edge,_label
3586,208,T-T,1289,edge,_label
3722,210,B-O,523,edge,_label
3728,210,U-O,1004,edge,_label
3734,210,E-O,1521,edge,_label
3741,1648,O-D,210,edge,_label
3744,210,A-O,1895,edge,_label
3781,620,B-U,212,edge,_label
3797,1171,B-U,212,edge,_label
3800,212,B-B,1172,edge,_label
3815,447,G-M,213,edge,_label
3819,595,G-F,213,edge,_label
3826,213,M-G,1350,edge,_label
3828,213,D-G,1443,edge,_label
3842,214,T-B,302,edge,_label
3845,403,B-B,214,edge,_label
3872,217,F-D,218,edge,_label
3876,217,E-D,220,edge,_label
3878,217,M-D,221,edge,_label
3882,217,U-D,223,edge,_label
3917,1787,E-F,220,edge,_label
3928,221,B-M,1208,edge,_label
3932,222,T-C,472,edge,_label
3939,225,F-F,225,edge,_label
3959,227,C-C,227,edge,_label
3960,227,C-C,227,edge,_label
3979,237,C-B,227,edge,_label
3986,227,B-C,549,edge,_label
3991,1587,C-F,227,edge,_label
4025,236,C-C,231,edge,_label
4030,231,F-C,959,edge,_label
4031,960,C-F,231,edge,_label
4047,968,C-F,231,edge,_label
4055,972,C-F,231,edge,_label
4057,1020,C-B,231,edge,_label
4065,1279,C-C,231,edge,_label
4109,234,B-B,234,edge,_label
4110,234,B-B,234,edge,_label
4123,236,C-C,236,edge,_label
4129,1131,C-R,236,edge,_label
4137,1680,C-C,236,edge,_label
4139,2082,C-U,236,edge,_label
4153,435,B-U,237,edge,_label
4275,2040,D-D,243,edge,_label
4280,243,U-D,2105,edge,_label
4297,1249,T-C,246,edge,_label
4303,547,B-U,247,edge,_label
4306,247,U-B,548,edge,_label
4313,1249,T-C,248,edge,_label
4323,996,U-P,249,edge,_label
4379,1538,U-U,252,edge,_label
4391,1794,U-F,252,edge,_label
4393,1795,U-G,252,edge,_label
4407,253,P-P,253,edge,_label
4408,253,P-P,253,edge,_label
4412,253,T-P,299,edge,_label
4428,253,P-P,1100,edge,_label
4493,264,C-T,257,edge,_label
4508,260,D-T,261,edge,_label
4511,992,T-T,260,edge,_label
4512,260,T-T,992,edge,_label
4526,261,T-D,267,edge,_label
4533,992,D-T,261,edge,_label
4550,263,T-P,509,edge,_label
4551,673,P-T,263,edge,_label
4559,988,P-T,263,edge,_label
4567,1202,P-T,263,edge,_label
4581,1202,T-T,264,edge,_label
4615,1435,T-U,267,edge,_label
4623,545,T-T,268,edge,_label
4630,268,T-T,688,edge,_label
4667,280,T-D,272,edge,_label
4680,273,P-R,1102,edge,_label
4688,275,T-D,299,edge,_label
4692,275,T-D,302,edge,_label
4694,275,T-D,362,edge,_label
4695,363,D-B,275,edge,_label
4724,276,U-F,867,edge,_label
4732,276,B-F,1058,edge,_label
4750,277,M-E,927,edge,_label
4760,277,U-E,1446,edge,_label
4784,280,T-D,302,edge,_label
4822,283,D-P,829,edge,_label
4866,284,T-T,287,edge,_label
4878,284,T-T,293,edge,_label
4894,285,T-T,289,edge,_label
4915,286,T-T,286,edge,_label
4916,286,T-T,286,edge,_label
4923,291,T-U,286,edge,_label
4930,286,T-T,294,edge,_label
4932,286,T-T,316,edge,_label
4934,286,T-T,474,edge,_label
4944,287,T-T,289,edge,_label
4947,291,T-U,287,edge,_label
4957,316,T-T,287,edge,_label
4961,543,T-T,287,edge,_label
4996,289,T-T,543,edge,_label
5071,294,U-T,291,edge,_label
5095,918,T-O,292,edge,_label
5097,919,T-T,292,edge,_label
5106,293,T-T,919,edge,_label
5112,294,T-T,315,edge,_label
5123,748,T-B,294,edge,_label
5127,1065,T-F,294,edge,_label
5143,1247,O-C,296,edge,_label
5154,298,T-B,302,edge,_label
5155,303,B-B,298,edge,_label
5156,298,B-B,303,edge,_label
5176,299,U-T,663,edge,_label
5178,299,U-T,1028,edge,_label
5211,1225,T-T,301,edge,_label
5223,316,T-T,302,edge,_label
5241,783,T-P,302,edge,_label
5242,302,P-T,783,edge,_label
5250,302,U-T,1021,edge,_label
5259,1224,T-D,302,edge,_label
5279,1775,T-F,302,edge,_label
5283,1808,T-B,302,edge,_label
5290,302,D-T,2053,edge,_label
5299,303,B-B,303,edge,_label
5300,303,B-B,303,edge,_label
5307,867,B-U,303,edge,_label
5371,865,O-P,318,edge,_label
5380,318,U-O,1264,edge,_label
5389,325,O-O,321,edge,_label
5408,323,C-O,425,edge,_label
5445,2172,E-D,328,edge,_label
5449,2270,E-U,328,edge,_label
5465,2172,E-D,329,edge,_label
5473,332,E-E,330,edge,_label
5476,330,E-E,333,edge,_label
5481,335,F-U,334,edge,_label
5490,334,T-F,581,edge,_label
5508,334,D-F,1896,edge,_label
5521,2260,F-T,334,edge,_label
5562,339,T-M,342,edge,_label
5596,341,D-T,383,edge,_label
5607,1129,T-T,342,edge,_label
5608,342,T-T,1129,edge,_label
5616,344,T-T,346,edge,_label
5622,344,T-T,1129,edge,_label
5623,2216,T-T,344,edge,_label
5640,346,D-T,383,edge,_label
5646,346,C-T,850,edge,_label
5701,887,D-U,352,edge,_label
5704,352,D-D,946,edge,_label
5706,352,D-D,949,edge,_label
5717,1557,D-E,352,edge,_label
5721,1846,D-D,352,edge,_label
5729,925,D-F,353,edge,_label
5730,353,F-D,925,edge,_label
5734,353,D-D,1055,edge,_label
5774,357,B-T,360,edge,_label
5776,357,C-T,425,edge,_label
5783,2007,T-T,357,edge,_label
5788,358,F-T,1605,edge,_label
5806,361,U-T,1626,edge,_label
5812,365,T-T,367,edge,_label
5824,365,T-T,988,edge,_label
5845,1010,T-T,367,edge,_label
5861,988,T-T,369,edge,_label
5870,369,A-T,1281,edge,_label
5874,369,E-T,1478,edge,_label
5913,373,C-C,372,edge,_label
5920,372,T-C,697,edge,_label
5949,430,M-U,374,edge,_label
5974,376,F-G,377,edge,_label
5976,376,B-G,537,edge,_label
5982,376,D-G,836,edge,_label
5998,376,D-G,2143,edge,_label
5999,2334,G-D,376,edge,_label
6008,378,U-E,380,edge,_label
6011,671,E-T,378,edge,_label
6012,378,T-E,671,edge,_label
6014,378,U-E,677,edge,_label
6020,379,D-T,784,edge,_label
6028,382,D-T,383,edge,_label
6054,386,E-D,1557,edge,_label
6062,386,M-D,2351,edge,_label
6073,827,D-D,388,edge,_label
6091,1520,D-T,388,edge,_label
6099,391,F-T,389,edge,_label
6109,622,T-B,390,edge,_label
6116,390,T-T,875,edge,_label
6158,391,T-T,1073,edge,_label
6166,391,U-T,1439,edge,_label
6167,1912,T-B,391,edge,_label
6171,591,T-B,393,edge,_label
6197,549,O-B,398,edge,_label
6281,403,C-B,401,edge,_label
6283,404,C-B,401,edge,_label
6291,1129,C-T,401,edge,_label
6310,406,O-U,409,edge,_label
6354,416,U-F,421,edge,_label
6359,424,F-U,416,edge,_label
6360,416,U-F,424,edge,_label
6362,416,C-F,425,edge,_label
6394,416,F-F,2330,edge,_label
6429,575,U-T,422,edge,_label
6467,1028,C-U,425,edge,_label
6481,2278,C-T,425,edge,_label
6498,427,U-U,642,edge,_label
6500,427,C-U,644,edge,_label
6502,427,T-U,1019,edge,_label
6540,428,P-U,1489,edge,_label
6555,2051,U-B,428,edge,_label
6562,429,G-G,569,edge,_label
6580,430,C-U,644,edge,_label
6583,1502,U-U,430,edge,_label
6593,434,O-O,434,edge,_label
6594,434,O-O,434,edge,_label
6602,435,D-U,439,edge,_label
6603,440,U-U,435,edge,_label
6609,439,B-D,436,edge,_label
6614,439,D-D,439,edge,_label
6649,490,T-T,442,edge,_label
6650,442,T-T,490,edge,_label
6656,442,T-T,640,edge,_label
6657,652,T-T,442,edge,_label
6669,883,T-F,442,edge,_label
6670,442,F-T,883,edge,_label
6676,442,A-T,1516,edge,_label
6690,443,T-O,872,edge,_label
6748,453,F-O,905,edge,_label
6754,453,O-O,1146,edge,_label
6757,1148,O-O,453,edge,_label
6758,453,O-O,1148,edge,_label
6774,454,O-O,457,edge,_label
6796,459,C-T,1249,edge,_label
6854,465,O-O,468,edge,_label
6857,470,O-O,465,edge,_label
6860,465,O-O,471,edge,_label
6867,1337,O-F,471,edge,_label
6889,479,F-U,478,edge,_label
6899,659,F-P,478,edge,_label
6901,941,F-E,478,edge,_label
6905,1110,F-M,478,edge,_label
6931,481,T-T,480,edge,_label
6947,1442,P-D,484,edge,_label
7025,821,U-U,492,edge,_label
7032,492,U-U,921,edge,_label
7052,492,P-U,1916,edge,_label
7064,492,A-U,2228,edge,_label
7066,492,U-U,2229,edge,_label
7068,492,U-U,2230,edge,_label
7093,500,P-P,494,edge,_label
7108,495,B-E,885,edge,_label
7114,495,U-E,1452,edge,_label
7115,498,P-P,496,edge,_label
7122,496,P-P,501,edge,_label
7136,496,D-P,2113,edge,_label
7140,496,U-P,2353,edge,_label
7148,497,P-P,501,edge,_label
7229,617,P-U,500,edge,_label
7230,500,U-P,617,edge,_label
7252,501,P-P,502,edge,_label
7261,1172,P-B,502,edge,_label
7265,503,P-P,503,edge,_label
7289,872,T-T,504,edge,_label
7293,992,T-T,504,edge,_label
7346,506,T-T,992,edge,_label
7347,644,U-C,507,edge,_label
7365,688,T-T,508,edge,_label
7372,508,E-T,941,edge,_label
7393,1487,T-E,508,edge,_label
7397,1502,T-U,508,edge,_label
7401,1602,T-E,508,edge,_label
7422,508,E-T,1778,edge,_label
